id,caption
1292,Four people enjoying a meal are posing for their picture.
1293,Male surfer in the water doing tricks on his surfboard.
1294,Two Asian women eating chili dogs while standing on a street.
1295,A black cat sitting on top of a bathroom sink.
1296,A view of a modern building with skylight and a fire hydrant.
1297,A small bathroom with old toilet and tub
1298,A blue plate with a green salad on top of it.
1299,a female sitting in a bed with the lights off working on a lap top computer
1300,open oven door with metal pie plate of spilled food
1301,A red headed doll sitting next to a clock.
1302,a double decker bus with people waving from the top
1303,a person is skiing with a bunch of flags around
1304,A cow standing next to a white wall and bright blue door.
1305,Multiple orange train engines on tracks with trees on each side.
1306,A subway train that is passing over a train bridge.
1307,The model toys are positioned on the table.
1308,A baseball player at bat during a baseball game.
1309,A Frisbee golf net in a park with several Frisbee in it.
1310,A man standing next to a woman in a living room.
1311,A brown crust of pie with strawberry filing.
1312,A street sign with flags and a high rise building in the background.
1313,A large plane with two propellers  on it
1314,Suitcase sitting on the ground with stickers from various countries on it.
1315,A small boy skiing down a snowy hill
1316,A bunch of images of some tasty looking food.
1317,A double decker bus sitting on a green field.
1318,A dark  colored poodle is tied to a post on a sidewalk.
1319,A white bed topped with lots of pillows and a wooden headboard.
1320,a big brick building with a clock at the top
1321,a baseball pitcher is throwing the ball
1322,A bike lane with a bike lane symbol painted on it.
1323,Two bench's sitting on the ground near a fence.
1324,A plane flies over the hills above a developed shoreline.
1325,a plate of broccoli on a table next to some other plates of food
1326,A man is feeding birds from a park bench
1327,An airplane leaving a trail in the sky.
1328,a big bird that is flying over some sand
1329,A flock of birds flying over the ocean next to a beach.
1330,A man in black shirt doing a trick on a skateboard.
1331,a big truck going around a  curb
1332,Some cooked breads are on top of a plate.
1333,Seven pieces of orange peel on a white plate.
1334,A group of people in blue jackets boarding a long white bus.
1335,A pitcher holds his arm far behind him during a pitch.
1336,The small maroon car drives near two large trucks.
1337,An umbrella is placed outside of a shop.
1338,Two giraffes are standing next to a building.
1339,THERE IS AN ADULT CAT SITTING ON THE LAP TOP
1340,A tour group is guided through a museum.
1341,A man sitting in the back of a truck.
1342,A bowl of food sits prepared with eating utensils.
1343,An cat sits on the sill of a dilapidated window.
1344,A display of healthy vegetables on a stand
1345,"A meal with a cheesy sandwich
1346,a couple of women sitting outside in a court yard
1347,a surfer in a white shirt  surfing on a sunny day
1348,A young girl rides her horse in the middle of a course.
1349,A desk with two computer monitor and a keyboard sitting on it.
1350,"A pineapple next to some oranges
1351,little boy in stripped shirt holding donut in hands
1352,A bird perched on top of a tree branch in a tree.
1353,"A modern
1354,A woman is posing next to a red motorcycle.
1355,A surfer in a wetsuit sliding through the water.
1356,A television is reflected from a bathroom mirror.
1357,Two people standing on a sandy beach flying a kite.
1358,"A dog sitting inside a cage
1359,Skier in a black going down the side of a mountain.
1360,A couple of men standing on either side of a surfboard.
1361,A MAN IS  PLAYING TENNIS ON THE TENNIS COURT
1362,Blue and yellow train at a train station in front of a bench.
1363,A man that is sitting at a desk with a pen and laptop.
1364,A desk with several monitors under it and two computers and a laptop on top of the desk.
1365,Children in green jerseys play soccer at the park.
1366,A train rides on a bridge past a building.
1367,A person walking down a street in front of a building.
1368,a group of kids playing soccer in a field
1369,A white care is sitting in a handicapped parking spot.
1370,A large pretty brick building with a small blue sign on it.
1371,two signs that are advertising a mexican restaurant.
1372,A person helping a child stand on a skateboard.
1373,a red fire hydrant near a dirt road with trees in the background
1374,The airplane is flying near a cloud in the sky.
1375,A refrigerator in the kitchen is covered with a multitude of magnets and pictures.
1376,A dog with its face resting on the side of a boat
1377,A guy is jumping to catch a frisbee in tall grass.
1378,a surf board in the sand near a body of water
1379,A large metal clock on a pole outside.
1380,A large gray elephant standing on a pool of water.
1381,The food is prepared on the dish on the table.
1382,A cat on a desk next to a keyboard and computer
1383,Several train tracks with a train on the far tracks.
1384,A group of people standing with remotes in hand.
1385,A tall clear glass window with two cats sitting at the base of it.
1386,A man driving an antique truck on a grassy field.
1387,"A decorated
1388,The man and woman are playing a video game.
1389,A lady is sitting on a bench barefooted while using her phone.
1390,A couple of women and one man kneeling down before two horses.
1391,A passenger train that has some graffiti on it.
1392,A woman holding a tennis racket over her shoulder.
1393,Group of small children running down the field playing soccer.
1394,a man wearing a hat holding a dog wearing a hat
1395,Firefighters and three firetrucks are parked on a street.
1396,The look on the tennis player's face telegraphs a  possible error.
1397,A sink in a bathroom is shown with other items.
1398,A woman in black riding a horse by a mirror.
1399,"An empty bus has tartan seats
1400,A motorcycle with its brake extended standing outside
1401,A man wearing sunglasses getting ready to ride a skate board.
1402,A person riding a snow board while flying through the air.
1403,A kitchen and dining area in a house with an open floor plan that looks out over the landscape from a large set of windows.
1404,An empty kitchen is photographed as if for a real estate listing.
1405,A stable full of lambs standing and laying around.
1406,Red double decker bus with people standing on top.
1407,A microwave sitting on top of a wooden shelf.
1408,Two men smiling and wearing yellow jackets behind construction markers.
1409,A train traveling down tracks net to a  bridge.
1410,A man swinging a baseball bat on a field.
1411,"A group of men traveling on horses in the water
1412,"A desk with a keyboard
1413,a miniature horse walking near a restaurants outside deck
1414,"The chair
1415,A glass bowl contains peeled tangerines and cut strawberries.
1416,There is a phone on top of a calculator
1417,Three people stand near a street sign and a traffic light.
1418,A large yellow kite is flying over a park in the daytime.
1419,The man with the black sweatshirt carries a wooly sheep.
1420,A baby giraffe and a baby zebra stand near a green hut.
1421,a road with some trees on both sides of it
1422,Two photographs of a man in black shirt riding a skateboard.
1423,an image of a man riding the ocean waves on his surfboard
1424,a small television in front of a bookshelf
1425,A plant in a garden near a white building.
1426,A woman stands next to a traffic light.
1427,A man lighting candles on a birthday cake for a little girl.
1428,A sign is seen posted above a toilet.
1429,The woman is riding a bike in a dress.
1430,An airplane makes its way down a snowy runway.
1431,A distorted image shows street signs and a desert.
1432,a blue rubbish removal truck and two vehicles behind it
1433,A man with a cowboy hat on doing a trick on a skateboard.
1434,Horse drawn carriage in wide open field with old fashioned clothing
1435,A giraffe stands in the middle of a sandy area.
1436,a man is riding a surfboard at the beach
1437,A clock that is at the top of a pole.
1438,A group of birds in a bunch of puddles.
1439,A group of zebras standing on a field next to a fallen tree.
1440,Three beautiful young ladies eating one slice of pizza.
1441,Some children who are playing video games together.
1442,A baby with food on her face and her tongue sticking out.
1443,A herd of elephants cross a shallow river.
1444,A line of cars that are next to a large boat.
1445,Long dining room table filled with people in dress clothing.
1446,A stop sign sits at an intersection in a city at night time.
1447,A casserole covered in foil is inside an oven.
1448,Four bottles sit in an otherwise empty refrigerator.
1449,a pizza with meat and red peppers and Parmesan cheese
1450,A yellow fire hydrant by a wall and a sign
1451,A man is on a channel boardwalk by a lighthouse.
1452,The teddy bear is all chained up on the bed
1453,A group of sheep standing next to each other on a field.
1454,"A view of a large
1455,a cat that is looking into a window
1456,a close up of a person standing wearing a suit and tie
1457,A white bath tub sitting under a window in a bathroom.
1458,A lone motorcycle parked in parking space at night.
1459,THERE IS A MAN THAT IS LOOKING OUT OF THE WINDOW
1460,A desktop with two computers and fruit on it.
1461,Two motorcycles going through the tunnel at night.
1462,Girl trying out a game at a trade show.
1463,a small plane taking off from a run way in mid air
1464,A man in red jacket on skis with trees in background.
1465,People walking and holding ski boards on snow covered ski slopes.
1466,Two sheep lying in green grass have a surprised look for the camera.
1467,A living room set is displayed next to a large window with a view of a wooded area.
1468,There are two giraffes walking near some tall grasses.
1469,A boat sits on the side of the dock.
1470,A smiling skier poses in the snow before making her run.
1471,A purple train with a yellow front is under neath an over path.
1472,A man standing on a snowboard on a mountain peak.
1473,Young male boarding a city bus at a bus stop.
1474,A man standing next to a beautiful woman in a short blue skirt facing the crowd.
1475,Small parking lot of cars in front of a stone building.
1476,The oranges are picked to make fresh jams.
1477,A woman sitting on a train is showing off a bagel.
1478,a young man in a red shirt is playing tennis
1479,The skiier easily and skillfully jumps the small mogul.
1480,A motorcycle is displayed in an entryway which is covered in graffiti.
1481,A bird walking on a tiled floor in a cafeteria
1482,A couple of people standing cutting a cake.
1483,there are many different bikes that are on display
1484,An all white bathroom consisting of a mirror and sink view.
1485,a bench with a statue stting on one side of it
1486,Computer desk with laptop open on it with pictures on wall
1487,A fire hydrant with frozen water coming out of it.
1488,white cabinets silver oven sink and  refrigerator
1489,There is a sink and a black and white toilet
1490,A man that is standing on a surfboard in the water.
1491,Horses are standing in an open field in the grass.
1492,A table topped with a plate of food next to eating utensils.
1493,Two men ride bikes next to the cars in the street.
1494,A skateboarder mid-air above a building covered in graffiti.
1495,a man swings a baseball bat at a ball
1496,The door of a closet is open with towels in it.
1497,A empty bench is located next to the water of a harbor.
1498,A flat screen tv on a wooden tv stand.
1499,A woman sits in one of the easy chairs in the big living room.
1500,The room has a flight of steps near the couch and television.
